Transaction_ID,Date,Amount,Description
TXN03841,2026-11-07,13174,Vendor Payment
TXN03842,2026-11-08,2190,Electricity Bill
TXN03843,2026-11-09,742133,Rent
TXN03844,2026-11-10,511,Office Supplies
TXN03845,2026-11-11,1573,Internet Bill
TXN03846,2026-11-12,11876,Salary Payment
TXN03847,2026-11-13,2329,Water Bill
TXN03848,2026-11-14,6118,Travel Expense
TXN03849,2026-11-15,14270,Vendor Payment
TXN03850,2026-11-16,3286,Electricity Bill
TXN03851,2026-11-17,8529,Rent
TXN03852,2026-11-18,1607,Office Supplies
TXN03853,2026-11-19,868,Internet Bill
TXN03854,2026-11-20,12972,Salary Payment
TXN03856,2026-11-22,7214,Travel Expense
TXN03857,2026-11-23,3365,Vendor Payment
TXN03858,2026-11-24,1181,Electricity Bill
TXN03859,2026-11-25,9625,Rent
TXN03860,2026-11-26,2703,Office Supplies
TXN03861,2026-11-27,1964,Internet Bill
TXN03862,2026-11-28,14068,Salary Payment
TXN03863,2026-11-29,2020,Water Bill
TXN03864,2026-11-30,8310,Travel Expense
TXN03865,2026-12-01,4461,Vendor Payment
TXN03866,2026-12-02,2277,Electricity Bill
TXN03867,2026-12-03,10721,Rent
TXN03868,2026-12-04,3799,Office Supplies
TXN03869,2026-12-05,1259,Internet Bill
TXN03870,2026-12-06,15164,Salary Payment
TXN03871,2026-12-07,615,Water Bill
TXN03872,2026-12-08,9406,Travel Expense
TXN03873,2026-12-09,5557,Vendor Payment
TXN03874,2026-12-10,3373,Electricity Bill
TXN03875,2026-12-11,11817,Rent
TXN03892,2026-12-28,2586,Office Supplies
TXN03876,2026-12-12,4895,Office Supplies
TXN03877,2026-12-13,2355,Internet Bill
TXN03878,2026-12-14,16260,Salary Payment
TXN03879,2026-12-15,1711,Water Bill
TXN03880,2026-12-16,1501,Travel Expense
TXN03881,2026-12-17,6653,Vendor Payment
TXN03882,2026-12-18,1268,Electricity Bill
TXN03883,2026-12-19,3912,Rent
TXN03884,2026-12-20,1490,Office Supplies
TXN03885,2026-12-21,1650,Internet Bill
TXN03886,2026-12-22,17356,Salary Payment
TXN03887,2026-12-23,2807,Water Bill
TXN03888,2026-12-24,2597,Travel Expense
TXN03889,2026-12-25,7749,Vendor Payment
TXN03890,2026-12-26,2364,Electricity Bill
TXN03891,2026-12-27,5008,Rent
TXN03892,2026-12-28,2586,Office Supplies
TXN03893,2026-12-29,945,Internet Bill
TXN03895,2026-12-31,1402,Water Bill
TXN03896,2027-01-01,3693,Travel Expense
TXN03897,2027-01-02,8845,Vendor Payment
TXN03898,2027-01-03,3460,Electricity Bill
TXN03899,2027-01-04,6104,Rent
TXN03900,2027-01-05,3682,Office Supplies
TXN03901,2027-01-06,2041,Internet Bill
TXN03902,2027-01-07,19548,Salary Payment
TXN03903,2027-01-08,2498,Water Bill
TXN03904,2027-01-09,4789,Travel Expense
TXN03905,2027-01-10,9941,Vendor Payment
TXN03906,2027-01-11,1355,Electricity Bill
TXN03907,2027-01-12,7200,Rent
TXN03908,2027-01-13,4778,Office Supplies
TXN03909,2027-01-14,1336,Internet Bill
TXN03910,2027-01-15,20644,Salary Payment
TXN03911,2027-01-16,1093,Water Bill
TXN03912,2027-01-17,5885,Travel Expense
TXN03913,2027-01-18,11037,Vendor Payment
TXN03914,2027-01-19,2451,Electricity Bill
TXN03915,2027-01-20,8296,Rent
TXN03916,2027-01-21,1373,Office Supplies
TXN03917,2027-01-22,2432,Internet Bill
TXN03918,2027-01-23,2121740,Salary Payment
TXN03919,2027-01-24,2189,Water Bill
TXN03920,2027-01-25,6981,Travel Expense
TXN03921,2027-01-26,12133,Vendor Payment
TXN03922,2027-01-27,3547,Electricity Bill
TXN03924,2027-01-29,22169,Office Supplies
TXN03925,2027-01-30,1727,Internet Bill
TXN03926,2027-01-31,22836,Salary Payment
TXN03927,2027-02-01,784,Water Bill
TXN03928,2027-02-02,807217,Travel Expense
TXN03929,2027-02-03,13229,Vendor Payment
TXN03930,2027-02-04,1442,Electricity Bill
TXN03931,2027-02-05,1021488,Rent
TXN03932,2027-02-06,3565,Office Supplies
TXN03933,2027-02-07,1022,Internet Bill
TXN03934,2027-02-08,23932,Salary Payment
TXN03935,2027-02-09,1880,Water Bill
TXN03936,2027-02-10,9173,Travel Expense
TXN03937,2027-02-11,14325,Vendor Payment
TXN03938,2027-02-12,2538,Electricity Bill
TXN03939,2027-02-13,11584,Rent
TXN03940,2027-02-14,4661,Office Supplies
TXN03941,2027-02-15,2118,Internet Bill
TXN03942,2027-02-16,5027,Salary Payment
TXN03943,2027-02-17,2976,Water Bill
TXN03944,2027-02-18,1268,Travel Expense
TXN03945,2027-02-19,3420,Vendor Payment
TXN03946,2027-02-20,3634,Electricity Bill
TXN03947,2027-02-21,3679,Rent
TXN03948,2027-02-22,1256,Office Supplies
TXN03949,2027-02-23,1413,Internet Bill
TXN03950,2027-02-24,6123,Salary Payment
TXN03951,2027-02-25,1571,Water Bill
TXN03952,2027-02-26,2364,Travel Expense
TXN03953,2027-02-27,4516,Vendor Payment
TXN03954,2027-02-28,1529,Electricity Bill
TXN03955,2027-03-01,4775,Rent
TXN03956,2027-03-02,2352,Office Supplies
TXN03958,2027-03-04,7219,Salary Payment
TXN03959,2027-03-05,2667,Water Bill
TXN03960,2027-03-06,3460,Travel Expense
TXN03961,2027-03-07,5612,Vendor Payment
TXN03962,2027-03-08,2625,Electricity Bill
TXN03963,2027-03-09,5871,Rent
TXN03964,2027-03-10,3448,Office Supplies
TXN03965,2027-03-11,1804,Internet Bill
TXN03966,2027-03-12,8315,Salary Payment
TXN03967,2027-03-13,1262,Water Bill
TXN03968,2027-03-14,4556,Travel Expense
TXN03969,2027-03-15,6708,Vendor Payment
TXN03970,2027-03-16,3721,Electricity Bill
TXN03971,2027-03-17,6967,Rent
TXN03972,2027-03-18,4544,Office Supplies
TXN03973,2027-03-19,1099,Internet Bill
TXN03974,2027-03-20,9411,Salary Payment
TXN03975,2027-03-21,2358,Water Bill
TXN03976,2027-03-22,5652,Travel Expense
TXN03977,2027-03-23,7804,Vendor Payment
TXN03978,2027-03-24,1616,Electricity Bill
TXN03979,2027-03-25,8063,Rent
TXN03980,2027-03-26,1139,Office Supplies
TXN03981,2027-03-27,2195,Internet Bill
TXN03982,2027-03-28,10507,Salary Payment
TXN03983,2027-03-29,953,Water Bill
TXN03984,2027-03-30,6748,Travel Expense
TXN03985,2027-03-31,8900,Vendor Payment
TXN03986,2027-04-01,2712,Electricity Bill
TXN03987,2027-04-02,9159,Rent
TXN03988,2027-04-03,2235,Office Supplies
TXN03989,2027-04-04,1490,Internet Bill
TXN03990,2027-04-05,11603,Salary Payment
TXN03991,2027-04-06,2049,Water Bill
TXN03992,2027-04-07,7844,Travel Expense
TXN03993,2027-04-08,9996,Vendor Payment
TXN03994,2027-04-09,3808,Electricity Bill
TXN03995,2027-04-10,10255,Rent
TXN03996,2027-04-11,3331,Office Supplies
TXN03997,2027-04-12,785,Internet Bill
TXN03998,2027-04-13,12699,Salary Payment
TXN03999,2027-04-14,644,Water Bill
TXN04000,2027-04-15,8940,Travel Expense
TXN04001,2027-04-16,11092,Vendor Payment
TXN04002,2027-04-17,1703,Electricity Bill
TXN04003,2027-04-18,11351,Rent
TXN04004,2027-04-19,4427,Office Supplies
TXN04005,2027-04-20,1881,Internet Bill
TXN04006,2027-04-21,13795,Salary Payment
TXN04007,2027-04-22,1740,Water Bill
TXN04008,2027-04-23,1035,Travel Expense
TXN04009,2027-04-24,12188,Vendor Payment
TXN04010,2027-04-25,2799,Electricity Bill
TXN04011,2027-04-26,3446,Rent
TXN04012,2027-04-27,1022,Office Supplies
TXN04014,2027-04-29,14891,Salary Payment
TXN04058,2026-06-12,2973,Electricity Bill
TXN04015,2027-04-30,2836,Water Bill
TXN04016,2026-05-01,2131,Travel Expense
TXN04017,2026-05-02,13284,Vendor Payment
TXN04018,2026-05-03,3895,Electricity Bill
TXN04019,2026-05-04,4542,Rent
TXN04020,2026-05-05,2118,Office Supplies
TXN04021,2026-05-06,2272,Internet Bill
TXN04022,2026-05-07,15987,Salary Payment
TXN04023,2026-05-08,1431,Water Bill
TXN04024,2026-05-09,3227,Travel Expense
TXN04025,2026-05-10,14380,Vendor Payment
TXN04026,2026-05-11,1790,Electricity Bill
TXN04027,2026-05-12,5638,Rent
TXN04028,2026-05-13,3214,Office Supplies
TXN04029,2026-05-14,1567,Internet Bill
TXN04030,2026-05-15,17083,Salary Payment
TXN04031,2026-05-16,2527,Water Bill
TXN04032,2026-05-17,4323,Travel Expense
TXN04033,2026-05-18,3475,Vendor Payment
TXN04034,2026-05-19,2886,Electricity Bill
TXN04035,2026-05-20,6734,Rent
TXN04036,2026-05-21,4310,Office Supplies
TXN04037,2026-05-22,862,Internet Bill
TXN04038,2026-05-23,18179,Salary Payment
TXN04039,2026-05-24,1122,Water Bill
TXN04040,2026-05-25,5419,Travel Expense
TXN04041,2026-05-26,4571,Vendor Payment
TXN04042,2026-05-27,3982,Electricity Bill
TXN04043,2026-05-28,7830,Rent
TXN04044,2026-05-29,905,Office Supplies
TXN04045,2026-05-30,1958,Internet Bill
TXN04046,2026-05-31,19275,Salary Payment
TXN04047,2026-06-01,2218,Water Bill
TXN04048,2026-06-02,6515,Travel Expense
TXN04049,2026-06-03,5667,Vendor Payment
TXN04050,2026-06-04,1877,Electricity Bill
TXN04051,2026-06-05,8926,Rent
TXN04052,2026-06-06,2001,Office Supplies
TXN04053,2026-06-07,1253,Internet Bill
TXN04054,2026-06-08,20371,Salary Payment
TXN04055,2026-06-09,813,Water Bill
TXN04056,2026-06-10,7611,Travel Expense
TXN04057,2026-06-11,6763,Vendor Payment
TXN04058,2026-06-12,2973,Electricity Bill
TXN04059,2026-06-13,10022,Rent
TXN04060,2026-06-14,3097,Office Supplies
TXN04061,2026-06-15,232149,Internet Bill
TXN04062,2026-06-16,21467,Salary Payment
TXN04063,2026-06-17,1909,Water Bill
TXN04064,2026-06-18,872107,Travel Expense
TXN04066,2026-06-20,82168,Electricity Bill
TXN04067,2026-06-21,11118,Rent
TXN04068,2026-06-22,4193,Office Supplies
TXN04069,2026-06-23,164214,Internet Bill
TXN04070,2026-06-24,22563,Salary Payment
TXN04071,2026-06-25,504,Water Bill
TXN04072,2026-06-26,9803,Travel Expense
TXN04073,2026-06-27,8955,Vendor Payment
TXN04074,2026-06-28,1964,Electricity Bill
TXN04075,2026-06-29,3213,Rent
TXN04076,2026-06-30,788,Office Supplies
TXN04077,2026-07-01,939,Internet Bill
TXN04078,2026-07-02,23659,Salary Payment
TXN04079,2026-07-03,1600,Water Bill
TXN04080,2026-07-04,1898,Travel Expense
TXN04081,2026-07-05,10051,Vendor Payment
TXN04082,2026-07-06,3060,Electricity Bill
TXN04083,2026-07-07,4309,Rent
TXN04084,2026-07-08,1884,Office Supplies
TXN04085,2026-07-09,2035,Internet Bill
TXN04086,2026-07-10,24755,Salary Payment
TXN04087,2026-07-11,2696,Water Bill
TXN04088,2026-07-12,2994,Travel Expense
TXN04089,2026-07-13,11147,Vendor Payment
TXN04090,2026-07-14,955,Electricity Bill
TXN04091,2026-07-15,5405,Rent
TXN04092,2026-07-16,2980,Office Supplies
TXN04093,2026-07-17,1330,Internet Bill
TXN04094,2026-07-18,5850,Salary Payment
TXN04095,2026-07-19,1291,Water Bill
TXN04096,2026-07-20,4090,Travel Expense
TXN04097,2026-07-21,12243,Vendor Payment
TXN04098,2026-07-22,2051,Electricity Bill
TXN04099,2026-07-23,6501,Rent
TXN04100,2026-07-24,4076,Office Supplies
TXN04101,2026-07-25,2426,Internet Bill
TXN04103,2026-07-27,2387,Water Bill
TXN04104,2026-07-28,5186,Travel Expense
TXN04105,2026-07-29,13339,Vendor Payment
TXN04106,2026-07-30,3147,Electricity Bill
TXN04107,2026-07-31,7597,Rent
TXN04108,2026-08-01,671,Office Supplies
TXN04109,2026-08-02,1721,Internet Bill
TXN04110,2026-08-03,8042,Salary Payment
TXN04111,2026-08-04,982,Water Bill
TXN04256,2026-12-27,8008,Travel Expense
TXN04112,2026-08-05,6282,Travel Expense
TXN04113,2026-08-06,14435,Vendor Payment
TXN04114,2026-08-07,1042,Electricity Bill
TXN04115,2026-08-08,8693,Rent
TXN04116,2026-08-09,1767,Office Supplies
TXN04117,2026-08-10,1016,Internet Bill
TXN04118,2026-08-11,9138,Salary Payment
TXN04119,2026-08-12,2078,Water Bill
TXN04120,2026-08-13,7378,Travel Expense
TXN04121,2026-08-14,3530,Vendor Payment
TXN04122,2026-08-15,2138,Electricity Bill
TXN04123,2026-08-16,9789,Rent
TXN04124,2026-08-17,2863,Office Supplies
TXN04125,2026-08-18,2112,Internet Bill
TXN04126,2026-08-19,10234,Salary Payment
TXN04127,2026-08-20,673,Water Bill
TXN04128,2026-08-21,8474,Travel Expense
TXN04129,2026-08-22,4626,Vendor Payment
TXN04130,2026-08-23,3234,Electricity Bill
TXN04131,2026-08-24,10885,Rent
TXN04132,2026-08-25,3959,Office Supplies
TXN04133,2026-08-26,1407,Internet Bill
TXN04134,2026-08-27,11330,Salary Payment
TXN04135,2026-08-28,1769,Water Bill
TXN04136,2026-08-29,9570,Travel Expense
TXN04137,2026-08-30,5722,Vendor Payment
TXN04138,2026-08-31,1129,Electricity Bill
TXN04139,2026-09-01,11981,Rent
TXN04140,2026-09-02,554,Office Supplies
TXN04141,2026-09-03,702,Internet Bill
TXN04142,2026-09-04,12426,Salary Payment
TXN04143,2026-09-05,2865,Water Bill
TXN04144,2026-09-06,1665,Travel Expense
TXN04145,2026-09-07,6818,Vendor Payment
TXN04146,2026-09-08,2225,Electricity Bill
TXN04147,2026-09-09,4076,Rent
TXN04148,2026-09-10,1650,Office Supplies
TXN04149,2026-09-11,1798,Internet Bill
TXN04150,2026-09-12,13522,Salary Payment
TXN04151,2026-09-13,1460,Water Bill
TXN04152,2026-09-14,2761,Travel Expense
TXN04153,2026-09-15,7914,Vendor Payment
TXN04154,2026-09-16,3321,Electricity Bill
TXN04155,2026-09-17,5172,Rent
TXN04156,2026-09-18,2746,Office Supplies
TXN04158,2026-09-20,14618,Salary Payment
TXN04159,2026-09-21,2556,Water Bill
TXN04160,2026-09-22,3857,Travel Expense
TXN04161,2026-09-23,9010,Vendor Payment
TXN04162,2026-09-24,1216,Electricity Bill
TXN04163,2026-09-25,6268,Rent
TXN04164,2026-09-26,3842,Office Supplies
TXN04165,2026-09-27,2189,Internet Bill
TXN04166,2026-09-28,15714,Salary Payment
TXN04167,2026-09-29,1151,Water Bill
TXN04168,2026-09-30,4953,Travel Expense
TXN04169,2026-10-01,10106,Vendor Payment
TXN04170,2026-10-02,2312,Electricity Bill
TXN04171,2026-10-03,7364,Rent
TXN04172,2026-10-04,4938,Office Supplies
TXN04173,2026-10-05,1484,Internet Bill
TXN04174,2026-10-06,16810,Salary Payment
TXN04175,2026-10-07,2247,Water Bill
TXN04176,2026-10-08,6049,Travel Expense
TXN04177,2026-10-09,11202,Vendor Payment
TXN04178,2026-10-10,3408,Electricity Bill
TXN04179,2026-10-11,8460,Rent
TXN04180,2026-10-12,1533,Office Supplies
TXN04181,2026-10-13,779,Internet Bill
TXN04182,2026-10-14,17906,Salary Payment
TXN04183,2026-10-15,842,Water Bill
TXN04184,2026-10-16,7145,Travel Expense
TXN04185,2026-10-17,12298,Vendor Payment
TXN04186,2026-10-18,1303,Electricity Bill
TXN04187,2026-10-19,9556,Rent
TXN04188,2026-10-20,2629,Office Supplies
TXN04189,2026-10-21,1875,Internet Bill
TXN04190,2026-10-22,19002,Salary Payment
TXN04191,2026-10-23,1938,Water Bill
TXN04192,2026-10-24,8241,Travel Expense
TXN04193,2026-10-25,13394,Vendor Payment
TXN04194,2026-10-26,2399,Electricity Bill
TXN04195,2026-10-27,10652,Rent
TXN04196,2026-10-28,3725,Office Supplies
TXN04197,2026-10-29,1170,Internet Bill
TXN04198,2026-10-30,20098,Salary Payment
TXN04199,2026-10-31,533,Water Bill
TXN04200,2026-11-01,9337,Travel Expense
TXN04201,2026-11-02,14490,Vendor Payment
TXN04202,2026-11-03,3495,Electricity Bill
TXN04203,2026-11-04,11748,Rent
TXN04204,2026-11-05,4821,Office Supplies
TXN04205,2026-11-06,2266,Internet Bill
TXN04206,2026-11-07,21194,Salary Payment
TXN04207,2026-11-08,1629,Water Bill
TXN04208,2026-11-09,1432,Travel Expense
TXN04209,2026-11-10,3585,Vendor Payment
TXN04210,2026-11-11,1390,Electricity Bill
TXN04211,2026-11-12,3843,Rent
TXN04212,2026-11-13,1416,Office Supplies
TXN04214,2026-11-15,22290,Salary Payment
TXN04215,2026-11-16,2725,Water Bill
TXN04216,2026-11-17,2528,Travel Expense
TXN04217,2026-11-18,4681,Vendor Payment
TXN04218,2026-11-19,2486,Electricity Bill
TXN04219,2026-11-20,493219,Rent
TXN04220,2026-11-21,2512,Office Supplies
TXN04221,2026-11-22,856,Internet Bill
TXN04222,2026-11-23,2213386,Salary Payment
TXN04223,2026-11-24,1320,Water Bill
TXN04224,2026-11-25,3624,Travel Expense
TXN04225,2026-11-26,5777,Vendor Payment
TXN04226,2026-11-27,3582,Electricity Bill
TXN04227,2026-11-28,602135,Rent
TXN04228,2026-11-29,3608,Office Supplies
TXN04229,2026-11-30,1952,Internet Bill
TXN04230,2026-12-01,2421482,Salary Payment
TXN04231,2026-12-02,2416,Water Bill
TXN04232,2026-12-03,472120,Travel Expense
TXN04233,2026-12-04,6873,Vendor Payment
TXN04234,2026-12-05,1477,Electricity Bill
TXN04235,2026-12-06,7131,Rent
TXN04236,2026-12-07,4704,Office Supplies
TXN04237,2026-12-08,1247,Internet Bill
TXN04238,2026-12-09,5577,Salary Payment
TXN04239,2026-12-10,1011,Water Bill
TXN04240,2026-12-11,5816,Travel Expense
TXN04241,2026-12-12,7969,Vendor Payment
TXN04242,2026-12-13,2573,Electricity Bill
TXN04243,2026-12-14,8227,Rent
TXN04244,2026-12-15,1299,Office Supplies
TXN04245,2026-12-16,2343,Internet Bill
TXN04246,2026-12-17,6673,Salary Payment
TXN04247,2026-12-18,2107,Water Bill
TXN04248,2026-12-19,6912,Travel Expense
TXN04249,2026-12-20,9065,Vendor Payment
TXN04250,2026-12-21,3669,Electricity Bill
TXN04251,2026-12-22,9323,Rent
TXN04252,2026-12-23,2395,Office Supplies
TXN04253,2026-12-24,1638,Internet Bill
TXN04254,2026-12-25,7769,Salary Payment
TXN04255,2026-12-26,702,Water Bill
TXN04256,2026-12-27,8008,Travel Expense
TXN04257,2026-12-28,10161,Vendor Payment
TXN04258,2026-12-29,1564,Electricity Bill
TXN04259,2026-12-30,10419,Rent
TXN04260,2026-12-31,3491,Office Supplies
TXN04261,2027-01-01,933,Internet Bill
TXN04262,2027-01-02,8865,Salary Payment
TXN04263,2027-01-03,1798,Water Bill
TXN04264,2027-01-04,9104,Travel Expense
TXN04265,2027-01-05,11257,Vendor Payment
TXN04266,2027-01-06,2660,Electricity Bill
TXN04267,2027-01-07,11515,Rent
TXN04268,2027-01-08,4587,Office Supplies
TXN04269,2027-01-09,2029,Internet Bill
TXN04270,2027-01-10,9961,Salary Payment
TXN04271,2027-01-11,2894,Water Bill
TXN04272,2027-01-12,1199,Travel Expense
TXN04274,2027-01-14,3756,Electricity Bill
TXN04275,2027-01-15,3610,Rent
TXN04276,2027-01-16,1182,Office Supplies
TXN04277,2027-01-17,1324,Internet Bill
TXN04278,2027-01-18,11057,Salary Payment
TXN04279,2027-01-19,1489,Water Bill
TXN04280,2027-01-20,2295,Travel Expense
TXN04281,2027-01-21,13449,Vendor Payment
TXN04282,2027-01-22,1651,Electricity Bill
TXN04283,2027-01-23,4706,Rent
TXN04284,2027-01-24,2278,Office Supplies
TXN04285,2027-01-25,2420,Internet Bill
TXN04286,2027-01-26,12153,Salary Payment
TXN04287,2027-01-27,2585,Water Bill
TXN04288,2027-01-28,3391,Travel Expense
TXN04289,2027-01-29,14545,Vendor Payment
TXN04290,2027-01-30,2747,Electricity Bill
TXN04291,2027-01-31,5802,Rent
TXN04292,2027-02-01,3374,Office Supplies
TXN04293,2027-02-02,1715,Internet Bill
TXN04294,2027-02-03,13249,Salary Payment
TXN04295,2027-02-04,1180,Water Bill
TXN04296,2027-02-05,4487,Travel Expense
TXN04297,2027-02-06,3640,Vendor Payment
TXN04298,2027-02-07,3843,Electricity Bill
TXN04299,2027-02-08,6898,Rent
TXN04300,2027-02-09,4470,Office Supplies
TXN04301,2027-02-10,1010,Internet Bill
TXN04302,2027-02-11,14345,Salary Payment
TXN04303,2027-02-12,2276,Water Bill
TXN04304,2027-02-13,5583,Travel Expense
TXN04305,2027-02-14,4736,Vendor Payment
TXN04306,2027-02-15,1738,Electricity Bill
TXN04307,2027-02-16,7994,Rent
TXN04308,2027-02-17,1065,Office Supplies
TXN04309,2027-02-18,2106,Internet Bill
TXN04310,2027-02-19,15441,Salary Payment
TXN04311,2027-02-20,871,Water Bill
TXN04312,2027-02-21,6679,Travel Expense
TXN04313,2027-02-22,5832,Vendor Payment
TXN04314,2027-02-23,2834,Electricity Bill
TXN04315,2027-02-24,9090,Rent
TXN04316,2027-02-25,2161,Office Supplies
TXN04317,2027-02-26,1401,Internet Bill
TXN04318,2027-02-27,16537,Salary Payment
TXN04319,2027-02-28,1967,Water Bill
TXN04320,2027-03-01,7775,Travel Expense
TXN04357,2027-04-07,1478,Internet Bill
TXN04321,2027-03-02,6928,Vendor Payment
TXN04322,2027-03-03,3930,Electricity Bill
TXN04323,2027-03-04,10186,Rent
TXN04324,2027-03-05,3257,Office Supplies
TXN04325,2027-03-06,2497,Internet Bill
TXN04326,2027-03-07,17633,Salary Payment
TXN04327,2027-03-08,562,Water Bill
TXN04328,2027-03-09,8871,Travel Expense
TXN04329,2027-03-10,8024,Vendor Payment
TXN04330,2027-03-11,1825,Electricity Bill
TXN04332,2027-03-13,4353,Office Supplies
TXN04333,2027-03-14,1792,Internet Bill
TXN04334,2027-03-15,18729,Salary Payment
TXN04335,2027-03-16,1658,Water Bill
TXN04336,2027-03-17,9967,Travel Expense
TXN04337,2027-03-18,9120,Vendor Payment
TXN04338,2027-03-19,2921,Electricity Bill
TXN04339,2027-03-20,3377,Rent
TXN04340,2027-03-21,948,Office Supplies
TXN04341,2027-03-22,1087,Internet Bill
TXN04342,2027-03-23,19825,Salary Payment
TXN04343,2027-03-24,2754,Water Bill
TXN04344,2027-03-25,2062,Travel Expense
TXN04345,2027-03-26,10216,Vendor Payment
TXN04346,2027-03-27,816,Electricity Bill
TXN04347,2027-03-28,4473,Rent
TXN04348,2027-03-29,2044,Office Supplies
TXN04349,2027-03-30,2183,Internet Bill
TXN04350,2027-03-31,20921,Salary Payment
TXN04351,2027-04-01,1349,Water Bill
TXN04352,2027-04-02,3158,Travel Expense
TXN04353,2027-04-03,1121312,Vendor Payment
TXN04354,2027-04-04,1912,Electricity Bill
TXN04355,2027-04-05,552169,Rent
TXN04356,2027-04-06,3140,Office Supplies
TXN04357,2027-04-07,1478,Internet Bill
TXN04358,2027-04-08,22017,Salary Payment
TXN04359,2027-04-09,2445,Water Bill
TXN04360,2027-04-10,4254,Travel Expense
TXN04361,2027-04-11,12408,Vendor Payment
TXN04362,2027-04-12,3008,Electricity Bill
TXN04363,2027-04-13,6665,Rent
TXN04364,2027-04-14,4236,Office Supplies
TXN04365,2027-04-15,773,Internet Bill
TXN04366,2027-04-16,23113,Salary Payment
TXN04367,2027-04-17,1040,Water Bill
TXN04368,2027-04-18,5350,Travel Expense
TXN04369,2027-04-19,13504,Vendor Payment
TXN04370,2027-04-20,903,Electricity Bill
TXN04371,2027-04-21,7761,Rent
TXN04372,2027-04-22,831,Office Supplies
TXN04373,2027-04-23,1869,Internet Bill
TXN04374,2027-04-24,24209,Salary Payment
TXN04375,2027-04-25,2136,Water Bill
TXN04376,2027-04-26,6446,Travel Expense
TXN04377,2027-04-27,14600,Vendor Payment
TXN04378,2027-04-28,1999,Electricity Bill
TXN04379,2027-04-29,8857,Rent
TXN04380,2027-04-30,1927,Office Supplies
TXN04381,2026-05-01,1164,Internet Bill
TXN04382,2026-05-02,5304,Salary Payment
TXN04383,2026-05-03,731,Water Bill
TXN04384,2026-05-04,7542,Travel Expense
TXN04385,2026-05-05,3695,Vendor Payment
TXN04386,2026-05-06,3095,Electricity Bill
TXN04387,2026-05-07,9953,Rent
TXN04388,2026-05-08,3023,Office Supplies
TXN04390,2026-05-10,6400,Salary Payment
TXN04391,2026-05-11,1827,Water Bill
TXN04392,2026-05-12,8638,Travel Expense
TXN04393,2026-05-13,4791,Vendor Payment
TXN04394,2026-05-14,990,Electricity Bill
TXN04395,2026-05-15,11049,Rent
TXN04396,2026-05-16,4119,Office Supplies
TXN04397,2026-05-17,1555,Internet Bill
TXN04398,2026-05-18,7496,Salary Payment
TXN04399,2026-05-19,2923,Water Bill
TXN04400,2026-05-20,9734,Travel Expense
TXN04401,2026-05-21,5887,Vendor Payment
TXN04402,2026-05-22,2086,Electricity Bill
TXN04403,2026-05-23,3144,Rent
TXN04404,2026-05-24,714,Office Supplies
TXN04444,2026-07-03,1693,Office Supplies
TXN04405,2026-05-25,850,Internet Bill
TXN04406,2026-05-26,8592,Salary Payment
TXN04407,2026-05-27,1518,Water Bill
TXN04408,2026-05-28,1829,Travel Expense
TXN04409,2026-05-29,6983,Vendor Payment
TXN04410,2026-05-30,3182,Electricity Bill
TXN04411,2026-05-31,4240,Rent
TXN04412,2026-06-01,1810,Office Supplies
TXN04413,2026-06-02,1946,Internet Bill
TXN04414,2026-06-03,9688,Salary Payment
TXN04415,2026-06-04,2614,Water Bill
TXN04416,2026-06-05,2925,Travel Expense
TXN04417,2026-06-06,8079,Vendor Payment
TXN04418,2026-06-07,1077,Electricity Bill
TXN04419,2026-06-08,5336,Rent
TXN04420,2026-06-09,292106,Office Supplies
TXN04421,2026-06-10,1241,Internet Bill
TXN04422,2026-06-11,1210784,Salary Payment
TXN04423,2026-06-12,1209,Water Bill
TXN04424,2026-06-13,4021,Travel Expense
TXN04425,2026-06-14,9175,Vendor Payment
TXN04426,2026-06-15,217213,Electricity Bill
TXN04427,2026-06-16,6432,Rent
TXN04428,2026-06-17,402102,Office Supplies
TXN04429,2026-06-18,2337,Internet Bill
TXN04430,2026-06-19,1211880,Salary Payment
TXN04431,2026-06-20,2305,Water Bill
TXN04432,2026-06-21,5117,Travel Expense
TXN04433,2026-06-22,10271,Vendor Payment
TXN04434,2026-06-23,3269,Electricity Bill
TXN04435,2026-06-24,7528,Rent
TXN04436,2026-06-25,597,Office Supplies
TXN04437,2026-06-26,1632,Internet Bill
TXN04438,2026-06-27,12976,Salary Payment
TXN04439,2026-06-28,900,Water Bill
TXN04440,2026-06-29,6213,Travel Expense
TXN04441,2026-06-30,11367,Vendor Payment
TXN04442,2026-07-01,1164,Electricity Bill
TXN04443,2026-07-02,8624,Rent
TXN04444,2026-07-03,1693,Office Supplies
TXN04445,2026-07-04,927,Internet Bill
TXN04446,2026-07-05,14072,Salary Payment
TXN04448,2026-07-07,7309,Travel Expense
TXN04449,2026-07-08,12463,Vendor Payment
TXN04450,2026-07-09,2260,Electricity Bill
TXN04451,2026-07-10,9720,Rent
TXN04452,2026-07-11,2789,Office Supplies
TXN04453,2026-07-12,2023,Internet Bill
TXN04454,2026-07-13,15168,Salary Payment
TXN04455,2026-07-14,591,Water Bill
TXN04456,2026-07-15,8405,Travel Expense
TXN04457,2026-07-16,13559,Vendor Payment
TXN04458,2026-07-17,3356,Electricity Bill
TXN04459,2026-07-18,10816,Rent
TXN04460,2026-07-19,3885,Office Supplies
TXN04461,2026-07-20,1318,Internet Bill
TXN04462,2026-07-21,16264,Salary Payment
TXN04463,2026-07-22,1687,Water Bill
